,url,status
0,https://www.resortpro.net/redawning-api/1.0/getListing.php?listing_id=37695&code=1c7ghi,true
1,https://www.resortpro.net/redawning-api/1.0/getListing.php?listing_id=37681&code=1c7ghi,true
2,https://www.resortpro.net/redawning-api/1.0/getListing.php?listing_id=37701&code=1c7ghi,true
3,https://www.resortpro.net/redawning-api/1.0/getListing.php?listing_id=37704&code=1c7ghi,true
4,https://www.resortpro.net/redawning-api/1.0/getListing.php?listing_id=37672&code=1c7ghi,true
